"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;Url
632754557574;;;;"harpoon profiles>>>cornice";"Profile CURTINA X405 M";;;https://static.tildacdn.com/stor6336-6539-4630-b237-383862633235/82833499.png;;;;;;curtina_x405_m;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m
783478043974;;;;;"Profile CURTINA X405 M - white matte - 2,2 lm";;;https://static.tildacdn.com/stor6336-6539-4630-b237-383862633235/82833499.png;64.86;99;;"Color:white matte;Length:2,2 lm";;iSRbWSLtitojIsPO0sI9x2;632754557574;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=783478043974
809068533744;;;;;"Profile CURTINA X405 M - black matte - 2,2 lm";;;https://static.tildacdn.com/stor6336-6539-4630-b237-383862633235/82833499.png;64.86;100;;"Color:black matte;Length:2,2 lm";;gA28ToLCggK3W8YPSsFkT1;632754557574;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=809068533744
781659984744;;;;;"Profile CURTINA X405 M - white matte - 3,2 lm";;;https://static.tildacdn.com/stor6336-6539-4630-b237-383862633235/82833499.png;93.40;100;;"Color:white matte;Length:3,2 lm";;CkVvKhJbiGhhK2anvHdB33;632754557574;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=781659984744
398952671364;;;;;"Profile CURTINA X405 M - black matte - 3,2 lm";;;https://static.tildacdn.com/stor6336-6539-4630-b237-383862633235/82833499.png;93.40;99;;"Color:black matte;Length:3,2 lm";;PIsjk6JZiDyyFLIyu2lyU0;632754557574;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=398952671364
408889714724;;;;"harpoon profiles>>>floating";"Profile FLOATIA X304";;;https://static.tildacdn.com/stor3138-6561-4237-b464-396634353333/74931426.png;;;;;;floatia_x304;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/floating/floatia-x304
239901295214;;;;;"Profile FLOATIA X304 - black matte";;;https://static.tildacdn.com/stor3138-6561-4237-b464-396634353333/74931426.png;7.78;99;;"Color:black matte";;OGuLhFuVjSlwHsBusU5Sf1;408889714724;0;0;0;0;https://alumineu.com/products/harpoon-profiles/floating/floatia-x304?editionuid=239901295214
882164071534;;;;"harpoon profiles>>>cornice";"Profile СURTINA X408";;;https://static.tildacdn.com/stor6233-3162-4332-a637-343430343962/86606358.png;;;;;;curtina_x408;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x408
878271241484;;;;;"Profile СURTINA X408 - no color - 2,0 lm";;;https://static.tildacdn.com/stor6233-3162-4332-a637-343430343962/86606358.png;27.24;98;;"Color:no color;Length:2,0 lm";;FWceQ5ETivN6fBl0i-tWJ2;882164071534;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x408?editionuid=878271241484
682795033954;;;;"harpoon profiles>>>cornice";"Profile СURTINA X409";;;https://static.tildacdn.com/stor6364-3361-4734-b837-393765333733/65650818.png;;;;;;curtina_x409;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x409
792558199144;;;;;"Profile СURTINA X409 - no color - 2,0 lm";;;https://static.tildacdn.com/stor6364-3361-4734-b837-393765333733/65650818.png;35.02;99;;"Color:no color;Length:2,0 lm";;LhsJi728gSt1-qEKriOWU2;682795033954;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x409?editionuid=792558199144
919912621964;;;;"harpoon profiles>>>cornice";"Profile СURTINA X410";;;https://static.tildacdn.com/stor3266-3835-4239-a365-326333313766/86962021.png;;;;;;curtina_x410;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x410
766485856544;;;;;"Profile СURTINA X410 - white matte - 2,0 lm";;;https://static.tildacdn.com/stor3266-3835-4239-a365-326333313766/86962021.png;31.13;99;;"Color:white matte;Length:2,0 lm";;JLVFDRdrgtcM9IORQDzXv0;919912621964;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x410?editionuid=766485856544
860344224434;;;;"harpoon profiles>>>cornice";"Profile СURTINA X411";;;https://static.tildacdn.com/stor3937-3039-4264-a131-326137656637/60176346.png;;;;;;curtina_x411;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x411
379638214714;;;;;"Profile СURTINA X411 - white matte - 2,0 lm";;;https://static.tildacdn.com/stor3937-3039-4264-a131-326137656637/60176346.png;44.10;99;;"Color:white matte;Length:2,0 lm";;KmK1hPPBihH4KDyWNRaPo0;860344224434;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x411?editionuid=379638214714
911021613754;;;;"harpoon profiles>>>cornice";"Profile CURTINA X404";;;https://static.tildacdn.com/stor3363-3933-4634-a165-303932343562/78141218.png;;;;;;curtina_x404;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x404
841975518824;;;;;"Profile CURTINA X404 - white gloss - 2,2 lm";;;https://static.tildacdn.com/stor3363-3933-4634-a165-303932343562/78141218.png;28.54;99;;"Color:white gloss;Length:2,2 lm";;ryMNNy0Vjq1ciFgP2gUaK3;911021613754;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x404?editionuid=841975518824
195413785364;;;;;"Profile CURTINA X404 - white gloss - 3,2 lm";;;https://static.tildacdn.com/stor3363-3933-4634-a165-303932343562/78141218.png;41.51;100;;"Color:white gloss;Length:3,2 lm";;6UZy5OEYgiU2cDd92z2R00;911021613754;0;0;0;0;https://alumineu.com/products/harpoon-profiles/cornice/curtina-x404?editionuid=195413785364
405507465784;;;;"accessories>>>end caps";"Endkappe ENDCAPP Y208";;;https://static.tildacdn.com/stor3136-6239-4865-b661-323735623165/86287381.png;;;;;;endcapp_y208;;0;0;0;0;https://alumineu.com/products/accessories/end-caps/endcapp-y208
346148212064;;;;;"Endkappe ENDCAPP Y208 - white matte";;;https://static.tildacdn.com/stor3136-6239-4865-b661-323735623165/86287381.png;5.19;;;"Color:white matte";;zk72JAY9i0ugmwAbZomQB0;405507465784;0;0;0;0;https://alumineu.com/products/accessories/end-caps/endcapp-y208?editionuid=346148212064
895241693614;;;;;"Endkappe ENDCAPP Y208 - black matte";;;https://static.tildacdn.com/stor3136-6239-4865-b661-323735623165/86287381.png;5.19;99;;"Color:black matte";;cs1iWyovjnR0O5ccF07Z40;405507465784;0;0;0;0;https://alumineu.com/products/accessories/end-caps/endcapp-y208?editionuid=895241693614
242579542984;;;;"accessories>>>end caps";"Endkappe ENDCAPP Y209";;;https://static.tildacdn.com/stor3733-6437-4238-a136-646632346463/5cc34908534d04080207b723d789b01d.png;;;;;;endcapp_y209;;0;0;0;0;https://alumineu.com/products/accessories/end-caps/endcapp-y209
158516926484;;;;;"Endkappe ENDCAPP Y209 - black matte";;;https://static.tildacdn.com/stor3733-6437-4238-a136-646632346463/5cc34908534d04080207b723d789b01d.png;12.97;99;;"Color:black matte";;caaW9qg3jIDvmqBhtmo3R3;242579542984;0;0;0;0;https://alumineu.com/products/accessories/end-caps/endcapp-y209?editionuid=158516926484
335589602194;;;;"accessories>>>end caps";"Endkappe ENDCAPP Y210";;;https://static.tildacdn.com/stor6562-3962-4638-b030-633531383365/f847ee017445902f6ebf286a9a0bb6b9.png;;;;;;endcapp_y210;;0;0;0;0;https://alumineu.com/products/accessories/end-caps/endcapp-y210
