Название фида,Идентификатор фида,Идентификатор клиента,Время загрузки
"PRODUCTS SOURCE 1","407644852","5785188396","22 мая 2026 г., 09:25 CEST"

Идентификатор,Номер строки,Сообщение,Тип,Значения,Название товара
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R117&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R118&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R119&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R120&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R121&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R122&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R123&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R124&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R125&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R126&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R127&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R128&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R129&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R130&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R131&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R132&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R133&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R134&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R135&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R136&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R137&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R138&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R139&quot;,
